Collection Name,Link to collection metadata,Archive,Level to integrate into EHRI portal,EHRI portal integration? (Y/N/staging set),Relevant sub-components (folder-level ingests only; some notes may also be included for collection level):,Reference,Finding Aid ID,Conditions governing access (if provided),Original archive's email/website,Further archival contact information
Intérieur ; Direction des libertés publiques et des affaires juridiques. Dossiers relatifs aux libertés publiques (1924-1996),https://francearchives.gouv.fr/en/findingaid/8a1b65b9b62e2a102fd7fd1bbda12ef709946b2e,Archives nationales de France,Folder,,"Seconde guerre mondiale - évènements d'Indochine et d'Algérie - parti communiste, fascisme - incidents électoraux - établissements dangereux ou insalubres - divers: https://francearchives.gouv.fr/en/facomponent/9eeb32d993641cecbf47eb2592e875f06fceccab;  Préparation de la loi n° 82-1021 du 3 décembre 1982, relative au règlement de certaines situations résultant des évènements d'Afrique du Nord, de la guerre d'Indochine ou de la Seconde guerre mondiale, examen interministériel, avis du Conseil d'Etat, présentation au Parlement, application de la loi, mise en place de la commission paritaire prévue par le décret n° 83-489 du 14 juin 1983 pour statuer sur les demandes d'indemnités: https://francearchives.gouv.fr/en/facomponent/005e340bbe227820b8600632a98c81c9be3151ec ; ",19990426/1-19990426/68,FRAN_IR_019251,Selon les modalités du Code du Patrimoine,http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
"Intérieur ; Direction des libertés publiques et des affaires juridiques. Réglementation en matière de questions sécuritaires, judiciaires et pénales (1943-2003)",https://francearchives.gouv.fr/en/findingaid/80945a00e42e18fa01ae5356ae7c90dd7c35eaf2,Archives nationales de France,Folder,,https://francearchives.gouv.fr/en/facomponent/612f1c722c395abb5b2a0da471bd1da36818cfb5,20060263/1-20060263/22,FRAN_IR_023849,Selon les modalités du Code du Patrimoine,http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
"Intérieur ; Direction des services de police judiciaire. Sections ""Crimes de guerre"" : volume 1",https://francearchives.gouv.fr/en/findingaid/1424a15a653bc43151775a5aee6c9ca6fd9ff99c,Archives nationales de France,Collection,,,19880016/1/1-19880016/15/2,FRAN_IR_054674,"Librement communicable en application de l'arrêté de dérogation générale du 24 décembre 2015 portant ouverture d'archives relatives à la Seconde guerre mondiale.
Le présent instrument de recherche prend en compte la réglementation en vigueur concernant la diffusion de données à caractère personnel sur internet (cf. loi n° 2018-493 du 20 juin 2018 permettant la mise en oeuvre du Règlement général sur la protection des données -RGPD).
Les données à caractère personnel ou sensible peuvent être consultées uniquement sur les postes informatiques de l’un des sites des Archives nationales ou via l'accès sécurisé.",http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
"Intérieur ; Direction des services de police judiciaire. Sections ""Crimes de guerre"" : volume 2",https://francearchives.gouv.fr/en/findingaid/9bce720dd553a8abbcc673629adb233e21a65b6b,Archives nationales de France,Collection,,,19880016/16/1-19880016/28/3,FRAN_IR_057436,"Librement communicable en application de l'arrêté de dérogation générale du 24 décembre 2015 portant ouverture d'archives relatives à la Seconde guerre mondiale.
Le présent instrument de recherche prend en compte la réglementation en vigueur concernant la diffusion de données à caractère personnel sur internet (cf. loi n° 2018-493 du 20 juin 2018 permettant la mise en oeuvre du Règlement général sur la protection des données -RGPD).
Les données à caractère personnel ou sensible peuvent être consultées uniquement sur les postes informatiques de l’un des sites des Archives nationales ou via l'accès sécurisé.",http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
"Intérieur ; Direction des services de police judiciaire. Sections ""Crimes de guerre"" : volume 3",https://francearchives.gouv.fr/en/findingaid/1cdf7be3c99ccf4497c2588bec9c51ba2391a068,Archives nationales de France,Collection,,,19880016/29/1-19880016/30/3,FRAN_IR_057437,"Librement communicable en application de l'arrêté de dérogation générale du 24 décembre 2015 portant ouverture d'archives relatives à la Seconde guerre mondiale.
Le présent instrument de recherche prend en compte la réglementation en vigueur concernant la diffusion de données à caractère personnel sur internet (cf. loi n° 2018-493 du 20 juin 2018 permettant la mise en oeuvre du Règlement général sur la protection des données -RGPD).
Les données à caractère personnel ou sensible peuvent être consultées uniquement sur les postes informatiques de l’un des sites des Archives nationales ou via l'accès sécurisé.",http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
Intérieur ; Direction générale de la Sûreté nationale : dossiers du Fichier central de police judiciaire (1942-1968),https://francearchives.gouv.fr/en/findingaid/304236dfb104d7b7f810e0ec991498d536d0fba7,Archives nationales de France,Folder,,"https://francearchives.gouv.fr/en/facomponent/5ae0bb0f13338342fd71db1feaabaecab1a14ce5, https://francearchives.gouv.fr/en/facomponent/cdd69de61ca5f32695912b00d6474ca57e63148a, https://francearchives.gouv.fr/en/facomponent/5f673c80ae5bfb0c6d04a7ce02441cbec011d0b8   ",19990008/1-19990008/7,FRAN_IR_018870,"Articles 1-2, 5 à 7 : librement communicables
Aricles 3 et 4 soumis au délai spécial de communicabilité fixé à 75 ans (procédure judiciaire) par l'article L 213-2 du Code du patrimoine.",http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
Intérieur ; Direction générale de Sûreté nationale ; Fichier de police administrative (1940-1949).,https://francearchives.gouv.fr/en/findingaid/c48002265f4b4e3bee30e87b45bf0b1adca19577,Archives nationales de France,Collection,,,"19790587/1-301,19790645/1-351,19790718/1-401,19790746/1-400,19800016/1-448,19800051/1-400, 19800091/1-400, 19800131/1-400, 19800281/1-400, 19800271/1-400,19800342/1-400,19800384/1-400,19800448/1-400,19800501/1-255",FRAN_IR_054192,Librement communicable,http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
Intérieur ; Secrétariat général. Polices administratives (1943-2007),https://francearchives.gouv.fr/en/findingaid/76615f698b05fbcb0350ff5bb0c1d73c6be07e4d,Archives nationales de France,Folder,,https://francearchives.gouv.fr/en/facomponent/7a58d0e0ad799979775687216d7031c511cd11ac,20100143/1-20100143/7,FRAN_IR_029159,"Communicables selon les articles L.213-1 à 213-8 du Code du patrimoine, sous réserve des restrictions imposées par l’état matériel des documents.","
http://www.archives-nationales.culture.gouv.fr",https://francearchives.gouv.fr/en/service/34633
Intérieur. Archives du Sicherheitsdienst en France (1942-1944),https://francearchives.gouv.fr/en/findingaid/932a83b460b5011cba288b60dd053e1bae461988,Archives nationales de France,Collection,,,F/7/15142-F/7/15157,FRAN_IR_058413,"Documents librement communicable en application du Code du Patrimoine.
L'état matériel des articles F/7/15145, 15146, 15147, 15148 et 15151 nécessite une autorisation exceptionnelle de consultation.",http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
Inventaire des archives d'Olivier Flore,https://francearchives.gouv.fr/en/findingaid/1a5c8a3cce913e26cc03584ea836c7524893de3d,Archives départementales de la Haute-Savoie,Collection,Needs to be added,,165 J 1-7,FRAD074_000000124,"En l'absence de conditions spécifiques fixées par le donateur lors de la rédaction du contrat de cession, les conditions de communications des archives l'UDAC de Haute-Savoie sont identiques à celles des archives publiques, fixées aux articles L. 213-1 et L. 213-2 du Code du patrimoine.",archedep@hautesavoie.fr,https://francearchives.gouv.fr/en/service/34110
"Inventaire des archives de l'Union départementale des anciens combattants de Haute-Savoie (UDAC 74)
Documentation
Dossiers documentaires
Déportation et camps de concentration.",https://francearchives.gouv.fr/en/findingaid/7aee0dcbae66bff4adb0012fe3e46b8eb9255d12,Archives départementales de la Haute-Savoie,Folder,,"Inventaire des archives de l'Union départementale des anciens combattants de Haute-Savoie (UDAC 74)
Documentation
Dossiers documentaires
Déportation et camps de concentration.: https://francearchives.gouv.fr/en/facomponent/3c1a1d572352cdb10d1c9909dccd803fa758d34c",155 J,FRAD074_000000118,Archives privées,archedep@hautesavoie.fr,https://francearchives.gouv.fr/en/service/34110
Inventaire du Fonds Camille Folliet,https://francearchives.gouv.fr/en/findingaid/4d8400ee8820ad5b51ddc133714383ca63ad3801,Archives départementales de la Haute-Savoie,Collection,Y,"Correspondance
Écrits
Documentation",145 J 1-4,FRAD074_000000214,"Archives privées
En l'absence de conditions spécifiques fixées par le donateur lors de la rédaction du contrat de cession, les conditions de communications des archives de Camille Folliet sont identiques à celles des archives publiques, fixées aux articles L213-1 et L213-2 du Code du patrimoine.",archedep@hautesavoie.fr,https://francearchives.gouv.fr/en/service/34110
Inventaire du fonds Herz,https://francearchives.gouv.fr/en/findingaid/c66d46ae16dd3807dc70b8db6a31d485f88cedf1,Archives départementales de la Haute-Savoie,Collection,Y,"Listes
Dossiers nominatifs
Dossiers documentaires",162 J 1-53,FRAD074_000000116,"Archives privées
En l'absence de conditions spécifiques fixées par le donateur lors de la rédaction du contrat de cession, les conditions de communications des archives des Justes de Haute-Savoie sont identiques à celles des archives publiques, fixées aux articles L. 213-1 et L. 213-2 du Code du Patrimoine.","
archedep@hautesavoie.fr",https://francearchives.gouv.fr/en/service/34110
Inventaire du fonds Marmonnier,https://francearchives.gouv.fr/en/findingaid/016e3c6f080211ed76c5f07d237548434e9613d7,Archives départementales de la Haute-Savoie,Collection,Needs to be added,,217 J 1-16,FRAD074_000001048,"Archives privées
Communicable","
archedep@hautesavoie.fr",https://francearchives.gouv.fr/en/service/34110
Jean Massias,https://francearchives.gouv.fr/en/findingaid/dec9b176a6f248d07c3ab1748179dfef31656540,Archives départementales de la Vienne,Collection,Files and mapping in staging ,,23 J 1-30,FRAD086_23J,"Archives privées
La consultation des articles 23 J 1 et 2 est soumise à l'autorisation de la déposante ou de ses ayants droits. Les autres documents peuvent être librement consultés.",archives@departement86.fr,https://francearchives.gouv.fr/en/service/34295
"Jeanine Khaiete, victime de la Shoah (134J74)",https://francearchives.gouv.fr/en/findingaid/0e08c5bbfadd988cf39ed2a41c619f19effb94cd,Archives départementales de la Somme,Collection,Files and mapping in staging ,"""Selected records"" of this archive via USHMM copies included in EHRI portal: https://portal.ehri-project.eu/units/us-005578-irn84804",,FRAD080_DOSSIER_C6,,archives@somme.fr,https://francearchives.gouv.fr/en/service/34229
Justice ; Direction des affaires civiles et du sceau ; Division des professions ; Sous-direction des professions judiciaires et juridiques (1945-1948),https://francearchives.gouv.fr/en/findingaid/bc61eeb47768a34a02b7f195f98990a58a20438e,Archives nationales de France,Collection,,"""bien juif"" referenced several times",19960098/1-19960098/9,FRAN_IR_013413,,http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
L'ancienne synagogue d'Amiens (1933-1969),https://francearchives.gouv.fr/en/findingaid/87dc1edf21f668fd8525022d7b4ffc6a773d7d0a,Archives départementales de la Somme,Collection,Files and mapping in staging ,,,FRAD080_DOSSIER_B,,archives@somme.fr,https://francearchives.gouv.fr/en/service/34229
Landes : surveillance du territoire et des personnes (1940-1981) (283 W),https://francearchives.gouv.fr/en/findingaid/85df840acd0ad3477a3534807780e5a28800e23a,Archives départementales des Landes,Collection,,,,FRAD040_0000283W,Statut juridique Archives publiques,archives@landes.fr,https://francearchives.gouv.fr/en/service/33752
Le destin tragique de Ferdinand Lazard et Berthe Dreyfus (134J75),https://francearchives.gouv.fr/en/findingaid/31e4b232d747afdea70eea2331fb109d715dacd0,Archives départementales de la Somme,Collection,Files and mapping in staging ,,,FRAD080_DOSSIER_C7,,archives@somme.fr,https://francearchives.gouv.fr/en/service/34229
Les dénaturalisés de Vichy,https://francearchives.gouv.fr/en/findingaid/27544c575e8937654f4bbed70006a5781f25394e,Archives nationales de France,Collection,,This is the finding aid for the full collection; it's also grouped by tome based on last name of those who had their French nationality taken during Vichy,BB/27/1422-BB/27/1445,FRAN_IR_058298,Communicables selon les articles L.213-1 à 213-8 du Code du patrimoine.,http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
Les dénaturalisés de Vichy : lettres A à C,https://francearchives.gouv.fr/en/findingaid/f7225da73b8841fdf7c3ad9ab3dddca3381f7b60,Archives nationales de France,Collection,,These particular Vichy collections are not appearing as individual collections in the EHRI portal; possibly could be grouped within others. See https://portal.ehri-project.eu/institutions/fr-002374/search?page=1,BB/27/1422-BB/27/1445,FRAN_IR_057156,"Communicables selon les articles L.213-1 à 213-8 du Code du patrimoine, sauf cas particulier.",http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
Les dénaturalisés de Vichy : lettres D à I,https://francearchives.gouv.fr/en/findingaid/bb77b2368ec99dd2e62286a9909cd31a33f6c730,Archives nationales de France,Collection,,These particular Vichy collections are not appearing as individual collections in the EHRI portal; possibly could be grouped within others. See https://portal.ehri-project.eu/institutions/fr-002374/search?page=1,BB/27/1422-BB/27/1445,FRAN_IR_057227,"Communicables selon les articles L.213-1 à 213-8 du Code du patrimoine, sauf cas particulier.",http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
Les dénaturalisés de Vichy : lettres J à N,https://francearchives.gouv.fr/en/findingaid/994ee34cb9be6de2aa7892362de08acb9fddbb12,Archives nationales de France,Collection,,These particular Vichy collections are not appearing as individual collections in the EHRI portal; possibly could be grouped within others. See https://portal.ehri-project.eu/institutions/fr-002374/search?page=1,BB/27/1422-BB/27/1445,FRAN_IR_057228,"Communicables selon les articles L.213-1 à 213-8 du Code du patrimoine, sauf cas particulier.",http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
Les dénaturalisés de Vichy : lettres O à R,https://francearchives.gouv.fr/en/findingaid/9aeed5269e8ffd38ac9bf2a908add6fc157ab369,Archives nationales de France,Collection,,These particular Vichy collections are not appearing as individual collections in the EHRI portal; possibly could be grouped within others. See https://portal.ehri-project.eu/institutions/fr-002374/search?page=2,BB/27/1422-BB/27/1445,FRAN_IR_057229,"Communicables selon les articles L.213-1 à 213-8 du Code du patrimoine, sauf cas particulier.",http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
Les dénaturalisés de Vichy : lettres S à Z,https://francearchives.gouv.fr/en/findingaid/e5c4f2dbb4fb68e4269ad69784b28057eae8cf8d,Archives nationales de France,Collection,,These particular Vichy collections are not appearing as individual collections in the EHRI portal; possibly could be grouped within others. See https://portal.ehri-project.eu/institutions/fr-002374/search?page=3,BB/27/1422-BB/27/1445,FRAN_IR_057230,"Communicables selon les articles L.213-1 à 213-8 du Code du patrimoine, sauf cas particulier.",http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
Les juifs de la Somme pendant la Guerre 1939-1945,https://francearchives.gouv.fr/en/findingaid/bd6949b9775b1725c33740a8d2bfae92c76ddbfb,Archives départementales de la Somme,Collection,Files and mapping in staging ,,,FRAD080_DOSSIER_A4,,archives@somme.fr,https://francearchives.gouv.fr/en/service/34229
"Les Redlich, d'Amiens à Auschwitz (134J70)",https://francearchives.gouv.fr/en/findingaid/8697c7cf322163611b5e63d4fdec805d8146ff9d,Archives départementales de la Somme,Collection,Files and mapping in staging ,,,FRAD080_DOSSIER_C4,,archives@somme.fr,https://francearchives.gouv.fr/en/service/34229
"Les Weiller, victimes de la Shoah (134J72)",https://francearchives.gouv.fr/en/findingaid/2ca627f926384364395f04807112046328792ccd,Archives départementales de la Somme,Collection,Files and mapping in staging ,"""Selected records"" of this archive via USHMM copies included in EHRI portal: https://portal.ehri-project.eu/units/us-005578-irn84804",,FRAD080_DOSSIER_C5,,archives@somme.fr,https://francearchives.gouv.fr/en/service/34229
Liste des convois de déportation (1941-1944),https://francearchives.gouv.fr/en/findingaid/4ab3c781acea64a84a58550c553c002c007f36e3,Archives nationales de France,Collection,,,F/9/5789-F/9/5801,FRAN_IR_024187,,http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
Lucien Jean-Baptiste,https://francearchives.gouv.fr/en/findingaid/7dd9073540f76d9bc4ffa8cf668c394a158cb828,Archives départementales de la Nièvre,Collection,,,1 J 740/1-17,FRAD058_1J740,,archives@nievre.fr,https://francearchives.gouv.fr/en/service/33915
Mémoire communautaire de la Shoah,https://francearchives.gouv.fr/en/findingaid/575006b08c1f60eef6fce0e0326c87b4770a5d31,Archives départementales de la Somme,Collection,Files and mapping in staging ,"""Selected records"" of this archive via USHMM copies included in EHRI portal: https://portal.ehri-project.eu/units/us-005578-irn84804",,FRAD080_DOSSIER_D1,,archives@somme.fr,https://francearchives.gouv.fr/en/service/34229
"Microfilms de registres de camps de concentration en Allemagne, Pologne, Autriche et France, de prisons allemandes et de camps et prisons en France (1937-1948)",https://francearchives.gouv.fr/en/findingaid/156530088a88c208b7f0b2f5e49aac6b416e5075,Archives nationales de France,Collection,,,19850175/1-19850175/32,FRAN_IR_007167,,http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
Ministère des Anciens Combattants et Victimes de Guerre : demandes d'attribution du titre de déporté ou interné résistant et de déporté ou interné politique rejetées (1949-1972),https://francearchives.gouv.fr/en/findingaid/de0741117dfdf07a04d34d3e7035496c292b15cc,Archives nationales de France,Collection,,,20010319/1-20010319/62,FRAN_IR_013693,,http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
Ministère des Travaux publics et des Transports. Épuration administrative (1940-1948).,https://francearchives.gouv.fr/en/findingaid/7828f1aaff97f8893c4c1f730bd4e0843785ac0a,Archives nationales de France,Collection,,Especially: https://francearchives.gouv.fr/en/facomponent/d21d376b0ff4df401a17ed2ff4193f1bc1c90f53,19860317/1-19860317/2,FRAN_IR_012998,,http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
Ministères chargés de la Reconstruction ; Centre de règlement des dommages de guerre de Paris. Dossiers de dommages de guerre mobiliers (1940-1966),https://francearchives.gouv.fr/en/findingaid/59c066dbb6d4459d82922516b1e65984f4186683,Archives nationales de France,Collection,,,19780332/2-19780332/153,FRAN_IR_050648,"Communication libre, sous réserve des articles L.213-1 à L.213-7 du Code du patrimoine et de l’état matériel des documents.
Se reporter à l’arrêté du 10 novembre 1998 instituant une dérogation générale pour la consultation de certains fonds d’archives publiques concernant la Seconde Guerre mondiale versés aux Archives nationales par le ministère de l’Équipement, des Transports et du Logement (NOR : MCCB9800352A) : http://www.legifrance.gouv.fr/affichTexte.do?cidTexte=JORFTEXT000000757007.
Conformément aux préconisation de la CNIL sur le traitement des données sensibles, l'intégralité de cet inventaire est consultable uniquement depuis des postes informatiques dédiés, dans les salles des inventaires des Archives nationales.",http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
Ministères chargés de la Reconstruction puis ministère de l'Équipement. Dommages de guerre : dossiers de principe ; indemnisation ; contentieux (1940-1986).,https://francearchives.gouv.fr/en/findingaid/b237e41e5efe459763f452f0b6c948cf62d2fd79,Archives nationales de France,Folder,,Spoliation des entreprises: https://francearchives.gouv.fr/en/facomponent/9d85e2fee75321edff30d43dddc08317b3c72ad2,19970272/1-19970272/13,FRAN_IR_009475,,http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
"Minutes et répertoires du notaire Jean Eugène MOROT, 24 janvier 1934 - 31 décembre 1945 (étude CXVI)",https://francearchives.gouv.fr/en/findingaid/48d33575487e72c2cfcf4128f045a627ee7d3114,Archives nationales de France,Collection,,,"MC/ET/CXVI/1742 - MC/ET/CXVI/1877, MC/RE/CXVI/29 - MC/RE/CXVI/31",FRAN_IR_052924,": la loi 2008-696 du 15 juillet 2008 relative aux archives a fixé à 75 ans à compter de la date de l'acte, ou à 25 ans à compter de la date du décès de l'intéressé si ce délai est plus bref, le délai de communication des minutes et répertoires des notaires ; ce délai est porté à 100 ans à compter de la date de l'acte si le document se rapporte à un mineur (code du Patrimoine, articles L213-2, 4e d et 5e).Minutes et répertoires
: s'agissant d'archives privées, ces documents sont communicables selon les modalités fixées par le déposant ou le donateur.Autres documents de l'étude (dossiers de clients, comptabilité…)
Certains documents ne sont pas accessibles en raison de leur mauvais état de conservation.",http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
"Minutes et répertoires du notaire Michel TANSARD, 24 janvier 1934 - 31 décembre 1945 (étude XCIV)",https://francearchives.gouv.fr/en/findingaid/d294ed3dcee63c57502ba6e2c78970084f2ded84,Archives nationales de France,Collection,,"Several, in which case it makes sense to import the full collection, but especially: https://francearchives.gouv.fr/en/facomponent/6328cd6502408f36505dfbf9ac2b09f1965758c0,  https://francearchives.gouv.fr/en/facomponent/e698deb463ad6ea2ce09ee904c13c14e35302fbd , https://francearchives.gouv.fr/en/facomponent/fc1055ed5b835159b99d302da58af75ae1978aa9 , https://francearchives.gouv.fr/en/facomponent/3910df449468d1a8bd4ab68ff252d7078251c02e , https://francearchives.gouv.fr/en/facomponent/c59874b3945cc2b5c748d2b490c3c2a264d6ed2e , https://francearchives.gouv.fr/en/facomponent/e5fc3ef51488b4d9fe6ab2773b9068f8ff8a00b8 , https://francearchives.gouv.fr/en/facomponent/e807e1de2f2177fbc9b6707cb7e4c644870f9175 , https://francearchives.gouv.fr/en/facomponent/7b268a5b038954a0b0386f9fff8c075f520144d1 , https://francearchives.gouv.fr/en/facomponent/69826222b0431f3649d71f5c2ec7efe3c8f0fafb , https://francearchives.gouv.fr/en/facomponent/6d943a09c59e647c7f5f12ef0f1d092c18c6701c , https://francearchives.gouv.fr/en/facomponent/aef0c70c382d4d69d931b03b54e8022666614432 , https://francearchives.gouv.fr/en/facomponent/e86f2ad4d1bfc90569030e21f4dc1e9d53ec29a2 , https://francearchives.gouv.fr/en/facomponent/0cb5af5bf280beba755c85b1de2090700ef4689e , https://francearchives.gouv.fr/en/facomponent/5689987e7df5f98cbcf75a2c1987315cb644aef1 , https://francearchives.gouv.fr/en/facomponent/d1733303e71f5db76bdea567a69c3d672c6b564c , https://francearchives.gouv.fr/en/facomponent/914a915b20297202e6e01e8eb813bf5e739a29ba , https://francearchives.gouv.fr/en/facomponent/85e802e66fa6b7a514917e5a5abca94155ed4664 , https://francearchives.gouv.fr/en/facomponent/4fd12e98aa1a5b4a2758cdf7a66306ed242564f5 , https://francearchives.gouv.fr/en/facomponent/6f1a9f88d80bef4879ccd66242ac497365c3c2c8 ,https://francearchives.gouv.fr/en/facomponent/1c85cf771e74682e22a8ba8227eeebfc58c583b8 , ",MC/ET/XCIV/2965 - MC/ET/XCIV/3062,FRAN_IR_042988,": la loi 2008-696 du 15 juillet 2008 relative aux archives a fixé à 75 ans à compter de la date de l'acte, ou à 25 ans à compter de la date du décès de l'intéressé si ce délai est plus bref, le délai de communication des minutes et répertoires des notaires ; ce délai est porté à 100 ans à compter de la date de l'acte si le document se rapporte à un mineur (code du Patrimoine, articles L213-2, 4e d et 5e).Minutes et répertoires
: s'agissant d'archives privées, ces documents sont communicables selon les modalités fixées par le déposant ou le donateur.Autres documents de l'étude (dossiers de clients, comptabilité...)
Certains documents ne sont pas accessibles en raison de leur mauvais état de conservation.",http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
Occupation et Libération des Landes (1940-1945) (325 W),https://francearchives.gouv.fr/en/findingaid/7070e18a8a32367b2c801bbeab2b8a301aea74ae,Archives départementales des Landes,Collection,,,,FRAD040_0000325W,"Statut juridique Archives publiques
Communicabilité
Librement communicable.",archives@landes.fr,https://francearchives.gouv.fr/en/service/33752
Organisation et contrôle du secteur de l'assurance,https://francearchives.gouv.fr/en/findingaid/f24ff44e0f0b901c171de4683d24a2446a35120f,Ministère de l'Economie et des Finances - Service des archives économiques et financières,Folder,,"""Questions juives"", https://francearchives.gouv.fr/en/facomponent/226cc2ae021879106604cdddeeca23808351b1d3","B-0040573/1 - B-0041484/1, B-0062216/1 - B-0062248/1, B-0062254/1 - B-0062504/2","FRSAEF_2025_IR_Direction_Assurances_organisation_controle_B-0040573_B-0062504
",Communicabilité selon les articles L.213-1 à L.213-6 du Code du patrimoine.,archives@finances.gouv.fr,https://francearchives.gouv.fr/en/service/34581
Papiers 1940 / Brinon,https://francearchives.gouv.fr/en/findingaid/932e4d6280b2f2abd02e2ab5d170832e4e61e39a,Ministère de l'Europe et des Affaires étrangères - Direction des archives,Collection,,"Can do full collection, but especially a component containing information about French police arrests of Jews, https://francearchives.gouv.fr/en/facomponent/d43668096ed71db71465be816f364d2d2dae854f. Full collection ideal to import however since it is a cohesive collection providing context, with components arranged by year. ",399QO,FRMAE_399QO,,lecture.archives@diplomatie.gouv.fr,https://francearchives.gouv.fr/en/service/34566
"Papiers du commandant Comte, chef d’un réseau de résistance",https://francearchives.gouv.fr/en/findingaid/18034dbcb023c7f97d4040ad948d10cb65714b68,Archives départementales du Territoire de Belfort,Collection,,,,FRAD090_123_j,,archives@territoiredebelfort.fr,https://francearchives.gouv.fr/en/service/34324
Papiers Laure Gatet,https://francearchives.gouv.fr/en/findingaid/2436f7648a08ff71e9fd49b73141968290a0940f,Archives départementales de la Dordogne,Collection,,,134 J 1-23,FRAD024_j_00134_J,,cd24.archives@dordogne.fr,https://francearchives.gouv.fr/en/service/33565
"Photographies de la libération du camp central de Mauthausen et des camps annexes, et des procès des responsables de ces camps.",https://francearchives.gouv.fr/en/findingaid/19074f1b0cf50ce736081389756d0a365d89bbc2,Archives nationales de France,Collection,,,88AJ/450-88AJ/954,FRAN_IR_031021,La communication du fonds photographique est libre.,http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
Photographies relatives à Philippe Pétain (1875-[années 1970]).,https://francearchives.gouv.fr/en/findingaid/1e0a44fef90369e89eb37e653817f3313b0bb68d,Archives nationales de France,Collection,,,AB/XIX/5336/1-AB/XIX/5341,FRAN_IR_028015,Les documents sont librement communicables.,http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
Police de sûreté contre les ennemis du régime (1937 - 1950),https://francearchives.gouv.fr/en/findingaid/08c707778a91e97fe3a4044271fc1d9080663d12,Archives départementales de la Haute-Garonne,Collection,,,5795 W 1 - 3057,FRAD031_5795W,,archives@cd31.fr,https://francearchives.gouv.fr/en/service/33640
"Postes, téléphone et télécommunications ; Direction générale des postes (1863-1974)",https://francearchives.gouv.fr/en/findingaid/0e24eb8527ed8471d066cbcb794d7310ecced338,Archives nationales de France,Folder,,https://francearchives.gouv.fr/en/facomponent/a278210d3f5289300665018a3a1cda080c6acec0,19840249/1-19840249/148,FRAN_IR_021273,,http://www.archives-nationales.culture.gouv.fr,https://francearchives.gouv.fr/en/service/34633
Préfecture de ConstantineService des questions juives et des sociétés secrètes (1940-1943),https://francearchives.gouv.fr/en/findingaid/e5285a37cb5a8a44aec4fdcb27fbe062d8990d20,Archives nationales d'outre-mer - ANOM,Collection,,,93 3G 1 à 38,FRANOM_01360,Publiable sur internet,anom.aix@culture.gouv.fr,https://francearchives.gouv.fr/en/service/34641
Préfecture de la Gironde : recensement des Israélites en résidence dans le département de la Gironde pendant la seconde guerre mondiale,https://francearchives.gouv.fr/en/findingaid/abe9913389ec470d7f814b28546ad6028d947f36,Archives départementales de la Gironde,Collection,,,44 W 1-66,FRAD033_IR_44W,,archives.gironde@gironde.fr,https://francearchives.gouv.fr/en/service/33661
Préfecture de la Gironde : transactions immobilières,https://francearchives.gouv.fr/en/findingaid/215d6a5de6e729388f427f655e12c5c81bfdabd5,Archives départementales de la Gironde,Collection,,,9 W 1-81,FRAD033_IR_9W,,archives.gironde@gironde.fr,https://francearchives.gouv.fr/en/service/33661
Préfecture de la Nièvre et autres services de l'État,https://francearchives.gouv.fr/en/findingaid/d925d9d3ee7384edfd4e7ae32855f378a25c87bc,Archives départementales de la Nièvre,Folder,,"PERIODE DE LA SECONDE GUERRE MONDIALE, https://francearchives.gouv.fr/en/facomponent/3d0796c168d38c698f0dcc19732ef17fcc420743 ",999 W 1 - 999 W 4619,FRAD058_0999W_repertoire_methodique,,"
archives@nievre.fr",https://francearchives.gouv.fr/en/service/33915
